LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.6
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.005
variable tau equal 100*${dt}
variable tau equal 100*0.005
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.005
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3                # 修改1：将维度改为3

lattice         fcc ${density}   # 修改2：将晶格类型改为 fcc
lattice         fcc 1.1   
Lattice spacing in x,y,z = 1.5377619 1.5377619 1.5377619
region          box block 0 8 0 8 0 8    # 修改3：调整区域大小为 8x8x8

# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (12.302095 12.302095 12.302095)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.302095 12.302095 12.302095)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.005
thermo ${thermo_time}
thermo 250

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.5
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 19 19 19
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.162 | 3.162 | 3.162 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     32500   2.9502214      2.2866689      0              6.7098402      34.556582    
     32750   3.0930488      2.287384       0              6.9246918      34.872269    
     33000   2.9061488      2.2982609      0              6.6553556      34.584402    
     33250   2.9934417      2.3419529      0              6.8299229      35.14584     
     33500   3.0481425      2.3739681      0              6.9439493      35.486454    
     33750   2.8879875      2.3824854      0              6.7123514      35.340289    
     34000   3.0031765      2.4373517      0              6.9399169      35.99429     
     34250   2.9984437      2.2937512      0              6.7892206      34.790811    
     34500   3.0155838      2.3813853      0              6.9025524      35.829683    
     34750   2.9524979      2.3909371      0              6.8175215      35.597483    
     35000   2.9900132      2.362907       0              6.8457369      35.43296     
     35250   3.0218484      2.3606387      0              6.891198       35.46263     
     35500   2.9628519      2.2641013      0              6.706209       34.378143    
     35750   2.9966583      2.4249701      0              6.9177627      36.20699     
     36000   2.851416       2.3857833      0              6.6608188      35.506722    
     36250   3.0448253      2.4044781      0              6.969486       36.00131     
     36500   2.9332632      2.3252159      0              6.7229622      34.829352    
     36750   3.0239962      2.4570248      0              6.9908042      36.368324    
     37000   3.0121639      2.2442163      0              6.7602559      34.246664    
     37250   3.1437748      2.3668903      0              7.0802499      35.482251    
     37500   2.9424117      2.3376385      0              6.749101       35.125396    
     37750   3.0637788      2.3695021      0              6.9629263      35.536716    
     38000   2.9474514      2.2883376      0              6.7073559      34.482081    
     38250   2.9842605      2.4056637      0              6.8798687      35.741253    
     38500   2.9653583      2.337936       0              6.7838016      34.728714    
     38750   3.0910753      2.3502042      0              6.9845532      35.230814    
     39000   2.9204941      2.3548152      0              6.7334174      35.242941    
     39250   2.9898501      2.4177168      0              6.900302       35.531548    
     39500   2.9224014      2.3324398      0              6.7139015      34.978948    
     39750   2.9277654      2.4259945      0              6.8154983      35.693055    
     40000   2.9960831      2.3911623      0              6.8830926      35.669308    
     40250   2.9468012      2.3191802      0              6.7372237      34.791076    
     40500   3.0690934      2.3928018      0              6.994194       35.652094    
     40750   2.9590336      2.3862734      0              6.8226565      35.5098      
     41000   2.9906995      2.4591247      0              6.9429836      36.10901     
     41250   2.9422626      2.4575894      0              6.8688283      36.28977     
     41500   2.9809794      2.4306062      0              6.899892       35.971334    
     41750   2.9905049      2.3813924      0              6.8649594      35.586088    
     42000   2.9858145      2.4070445      0              6.8835794      35.724142    
     42250   3.0155036      2.3350057      0              6.8560525      35.076962    
     42500   2.976395       2.3520119      0              6.8144245      35.507697    
     42750   3.0182383      2.3598032      0              6.8849499      35.276464    
     43000   2.9532683      2.3253363      0              6.7530757      35.010775    
     43250   2.9830624      2.441063       0              6.9134717      35.962533    
     43500   2.9817914      2.296914       0              6.7674171      34.682027    
     43750   3.0439491      2.3873955      0              6.9510897      35.709506    
     44000   3.0764966      2.2348893      0              6.8473809      34.172696    
     44250   2.9854418      2.5203423      0              6.9963184      36.877017    
     44500   2.9858954      2.4288932      0              6.9055494      35.964859    
     44750   3.0454274      2.3129962      0              6.8789068      35.03996     
     45000   3.0214382      2.491424       0              7.0213683      36.743105    
     45250   3.0153862      2.2691912      0              6.7900619      34.463901    
     45500   3.1086792      2.4400302      0              7.1007721      36.087802    
     45750   3.0418764      2.2902243      0              6.850811       34.506694    
     46000   2.9941738      2.4003245      0              6.8893922      35.741081    
     46250   3.0530175      2.3259657      0              6.9032559      34.965102    
     46500   3.0039251      2.3237567      0              6.8274442      35.199913    
     46750   3.0721917      2.3754296      0              6.981467       35.571159    
     47000   2.9401713      2.3444706      0              6.7525741      35.036166    
     47250   3.0745286      2.3989802      0              7.0085213      35.744155    
     47500   2.9265212      2.3573035      0              6.7449419      35.272172    
     47750   2.9953547      2.42609        0              6.9169282      35.940267    
     48000   2.8784735      2.356712       0              6.672314       35.434896    
     48250   2.9706604      2.4677027      0              6.9215175      36.112104    
     48500   2.9625679      2.3082245      0              6.7499064      34.802016    
     48750   2.9457417      2.4697297      0              6.8861847      36.171379    
     49000   3.0090548      2.3139333      0              6.8253116      34.96705     
     49250   3.0616147      2.2923922      0              6.8825718      34.466151    
     49500   2.9918333      2.3880958      0              6.8736544      35.224785    
     49750   3.0337761      2.3120291      0              6.8604711      34.793516    
     50000   2.9555701      2.509969       0              6.9411594      36.571074    
Loop time of 20.1148 on 1 procs for 50000 steps with 2048 atoms

Performance: 1073834.350 tau/day, 2485.728 timesteps/s, 5.091 Matom-step/s
99.7% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 5.9522     | 5.9522     | 5.9522     |   0.0 | 29.59
Neigh   | 11.697     | 11.697     | 11.697     |   0.0 | 58.15
Comm    | 0.79112    | 0.79112    | 0.79112    |   0.0 |  3.93
Output  | 0.0074077  | 0.0074077  | 0.0074077  |   0.0 |  0.04
Modify  | 1.2707     | 1.2707     | 1.2707     |   0.0 |  6.32
Other   |            | 0.3963     |            |       |  1.97

Nlocal:           2048 ave        2048 max        2048 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1608 ave        1608 max        1608 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:          10836 ave       10836 max       10836 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 10836
Ave neighs/atom = 5.2910156
Neighbor list builds = 10783
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj   # 修改4：将文件名前缀改为3d
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d1.1_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d1.1_N100000.lammpstrj   
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd        # 修改4：将文件名前缀改为3d
dump           2 all dcd 250 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d${density}_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d1.1_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d1.1_N100000.dcd        
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 0.5

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.305 | 3.305 | 3.305 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9555701      2.509969       0              6.9411594      36.571074    
     50250   2.9201535      2.3053627      0              6.6834542      34.466508    
     50500   2.9755918      2.398063       0              6.8592714      35.651315    
     50750   2.9090314      2.3715807      0              6.7329971      35.121285    
     51000   3.0758745      2.3162008      0              6.9277598      34.475296    
     51250   2.9111732      2.3511892      0              6.7158168      35.142867    
     51500   2.9526604      2.3972896      0              6.8241177      35.655963    
     51750   3.0371253      2.2776903      0              6.8311538      34.268755    
     52000   2.9203649      2.2840789      0              6.6624873      34.486789    
     52250   3.0495567      2.3252741      0              6.8973756      35.076101    
     52500   2.9555143      2.218089       0              6.6491958      33.963069    
     52750   2.9150557      2.4068063      0              6.7772548      35.735502    
     53000   2.9087735      2.220306       0              6.5813357      33.768761    
     53250   2.9166408      2.3442225      0              6.7170475      34.952133    
     53500   2.9527864      2.1982058      0              6.6252227      33.757278    
     53750   2.8642947      2.2368833      0              6.5312275      34.033164    
     54000   2.9875476      2.2607083      0              6.7398415      34.58359     
     54250   2.8066079      2.2684318      0              6.476288       34.284824    
     54500   2.8605813      2.3387475      0              6.6275243      34.975701    
     54750   2.7165268      2.2955084      0              6.3683089      34.100927    
     55000   2.8399106      2.3254843      0              6.5832701      35.124776    
     55250   2.8002322      2.1199082      0              6.3182055      32.655291    
     55500   2.9167719      2.1712182      0              6.5442397      33.387716    
     55750   2.8381896      2.168003       0              6.4232086      33.383031    
     56000   2.8804369      2.2175571      0              6.5361028      33.892583    
     56250   2.7590811      2.2462487      0              6.3828496      34.100704    
     56500   2.7829511      2.2946294      0              6.4670178      34.310378    
     56750   2.7092828      2.2494909      0              6.3114307      33.767034    
     57000   2.7784869      2.2658896      0              6.431585       33.963255    
     57250   2.8076435      2.1452127      0              6.3546216      33.548825    
     57500   2.8122022      2.1544498      0              6.3706935      33.447385    
     57750   2.7281281      2.1607165      0              6.2509106      33.017579    
     58000   2.8239522      2.1591723      0              6.3930322      33.312278    
     58250   2.7489947      2.1617731      0              6.2832517      33.043572    
     58500   2.7840542      2.2470842      0              6.4211263      33.887088    
     58750   2.7510069      2.1442173      0              6.2687127      33.0604      
     59000   2.7447944      2.1397594      0              6.2549407      32.801026    
     59250   2.8048159      2.1624909      0              6.3676605      33.022199    
     59500   2.7803615      2.0425329      0              6.2110388      32.005622    
     59750   2.7939896      2.0931528      0              6.2820908      32.574955    
     60000   2.6811606      2.0995399      0              6.119317       32.2143      
     60250   2.6951741      2.2227046      0              6.2634918      33.531171    
     60500   2.701921       2.0957179      0              6.1466205      32.464159    
     60750   2.6712543      2.105934       0              6.1108589      32.49978     
     61000   2.7012086      2.0224655      0              6.0722999      31.514983    
     61250   2.6964695      2.1176594      0              6.1603887      32.615238    
     61500   2.6401956      2.1105881      0              6.0689477      32.520067    
     61750   2.6623376      2.0549206      0              6.0464771      32.21355     
     62000   2.6425446      2.1011118      0              6.0629932      32.216823    
     62250   2.7100421      1.9806302      0              6.0437085      31.226428    
     62500   2.6229305      2.0876609      0              6.0201356      32.300285    
     62750   2.6126847      2.1233561      0              6.0404696      32.655449    
     63000   2.6052868      2.0653839      0              5.9714059      32.196085    
     63250   2.5536153      2.106021       0              5.9345736      32.334547    
     63500   2.5907053      2.1445352      0              6.0286957      32.654085    
     63750   2.5741015      2.0433759      0              5.9026428      31.741079    
     64000   2.5702218      2.083797       0              5.9372471      32.327675    
     64250   2.5608353      2.0079899      0              5.8473672      31.387112    
     64500   2.6148089      1.9936062      0              5.9139045      31.260724    
     64750   2.5378096      2.0321702      0              5.8370259      31.639744    
     65000   2.587317       1.9834974      0              5.862578       31.446386    
     65250   2.6181898      1.9437089      0              5.8690761      30.615388    
     65500   2.4990895      1.9573239      0              5.7041278      30.583376    
     65750   2.5760137      2.074291       0              5.9364248      31.886367    
     66000   2.5491442      1.9494981      0              5.7713474      30.709893    
     66250   2.5406429      1.9907982      0              5.7999018      31.262313    
     66500   2.5644992      1.9547854      0              5.799656       30.718578    
     66750   2.5044245      1.9771458      0              5.7319483      30.860473    
     67000   2.5738777      2.0646308      0              5.9235623      31.852832    
     67250   2.4439964      1.9830275      0              5.6472321      30.995369    
     67500   2.5293155      2.0292577      0              5.8213784      31.543934    
     67750   2.4366972      1.9249765      0              5.5782377      30.643823    
     68000   2.5508365      1.9180952      0              5.7424816      30.617011    
     68250   2.417059       1.8921496      0              5.5159678      29.99784     
     68500   2.4518977      2.0041489      0              5.6801997      31.666865    
     68750   2.3656865      1.8692301      0              5.4160272      29.889849    
     69000   2.4644862      1.9445219      0              5.6394461      30.217611    
     69250   2.4025975      1.8192328      0              5.4213693      29.7034      
     69500   2.4387109      1.9313735      0              5.5876536      30.622102    
     69750   2.3962766      1.8961859      0              5.4888456      29.995668    
     70000   2.4514361      1.9043098      0              5.5796685      30.271933    
     70250   2.4054424      1.8704344      0              5.4768362      29.604659    
     70500   2.4404754      1.8668436      0              5.5257693      29.840339    
     70750   2.3528941      1.8109609      0              5.3385787      29.097711    
     71000   2.3870643      1.9098587      0              5.4887068      30.251341    
     71250   2.3864471      1.8421402      0              5.4200629      29.50327     
     71500   2.2981713      1.7281876      0              5.1737613      28.23752     
     71750   2.4350901      1.8206553      0              5.4715069      29.384613    
     72000   2.337742       1.7954926      0              5.3003934      28.980198    
     72250   2.3816555      1.8062433      0              5.3769822      29.399864    
     72500   2.3771973      1.7858936      0              5.3499484      29.092064    
     72750   2.3422473      1.7820296      0              5.2936851      28.964094    
     73000   2.3475266      1.9028085      0              5.422379       30.22294     
     73250   2.3361557      1.7423121      0              5.2448347      28.49938     
     73500   2.3884781      1.7779514      0              5.3589191      29.065072    
     73750   2.2912255      1.7555971      0              5.1907573      28.589069    
     74000   2.3750927      1.7394543      0              5.3003538      28.648126    
     74250   2.2857098      1.7462974      0              5.173188       28.501905    
     74500   2.342926       1.7518001      0              5.2644732      28.581673    
     74750   2.2297963      1.7826532      0              5.1257145      28.726321    
     75000   2.2681773      1.8172548      0              5.2178596      29.266324    
     75250   2.2125746      1.7335429      0              5.0507842      28.222602    
     75500   2.2518812      1.8143884      0              5.1905608      29.119176    
     75750   2.2118925      1.7933091      0              5.1095278      28.86058     
     76000   2.268026       1.7756292      0              5.1760071      28.75228     
     76250   2.216094       1.7727292      0              5.0952471      28.690038    
     76500   2.1922772      1.7842687      0              5.0710789      28.629189    
     76750   2.2901984      1.7684857      0              5.2021059      28.719618    
     77000   2.1820965      1.7504083      0              5.0219548      28.597374    
     77250   2.2040117      1.77136        0              5.0757633      28.679408    
     77500   2.2559146      1.5977476      0              4.9799672      26.936631    
     77750   2.1824736      1.7499899      0              5.0221017      28.500244    
     78000   2.2028326      1.5763388      0              4.8789742      26.659106    
     78250   2.1830472      1.7030971      0              4.976069       27.894293    
     78500   2.167091       1.6723088      0              4.921358       27.60568     
     78750   2.1746684      1.6829881      0              4.943398       27.627829    
     79000   2.1843646      1.6942943      0              4.9692413      27.655505    
     79250   2.1536973      1.6118196      0              4.8407881      26.960537    
     79500   2.2399822      1.6338355      0              4.9921682      27.27808     
     79750   2.1232107      1.6334257      0              4.8166866      27.36322     
     80000   2.1714497      1.6216991      0              4.8772832      26.995867    
     80250   2.1213611      1.6625027      0              4.8429906      27.5473      
     80500   2.1652009      1.5433939      0              4.7896095      26.209516    
     80750   2.1026058      1.6855931      0              4.8379617      27.706738    
     81000   2.0771983      1.6546306      0              4.7689067      27.138353    
     81250   2.0643388      1.6107578      0              4.705754       26.783765    
     81500   2.0562088      1.6751864      0              4.7579936      27.655546    
     81750   2.1211868      1.5394861      0              4.7197127      25.997545    
     82000   2.0966212      1.5654349      0              4.7088311      26.214254    
     82250   2.04569        1.6774315      0              4.7444681      27.455581    
     82500   2.0135399      1.6141434      0              4.6329785      26.698217    
     82750   2.0754184      1.6446925      0              4.7563         27.263035    
     83000   2.0207019      1.5595027      0              4.5890755      26.238444    
     83250   2.0721689      1.5907068      0              4.6974424      26.694915    
     83500   2.0071057      1.5398222      0              4.5490107      25.755922    
     83750   2.0053663      1.5785749      0              4.5851555      26.26336     
     84000   1.9611866      1.5567704      0              4.4971139      26.152012    
     84250   2.010916       1.6419713      0              4.6568724      27.010145    
     84500   2.0033882      1.4895386      0              4.4931535      25.361048    
     84750   1.9753308      1.5766999      0              4.5382493      26.575998    
     85000   1.9567278      1.5289749      0              4.4626334      25.987384    
     85250   1.9954996      1.520955       0              4.5127428      26.041768    
     85500   1.9797129      1.5083444      0              4.4764637      25.628268    
     85750   1.9444185      1.5437724      0              4.458976       26.018009    
     86000   2.021399       1.5042112      0              4.5348292      25.660779    
     86250   1.937948       1.4811421      0              4.3866448      25.394493    
     86500   1.9348866      1.5684497      0              4.4693624      26.189966    
     86750   1.9710063      1.3961217      0              4.3511876      24.478641    
     87000   1.9416591      1.4752745      0              4.386341       25.172056    
     87250   1.9704045      1.4740882      0              4.4282518      25.36642     
     87500   1.8831532      1.4716342      0              4.2949847      25.073902    
     87750   1.9741369      1.4609855      0              4.4207449      25.295747    
     88000   1.8882885      1.4145494      0              4.2455991      24.540534    
