#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  100
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  100
#! SET periodic_psi true
   -3.141592654   -3.141592654   17.022469489  -50.122048327   16.577414873
   -3.078760801   -3.141592654   14.035099993  -44.879218587   16.795614597
   -3.015928947   -3.141592654   11.400064408  -38.929084213   17.202693268
   -2.953097094   -3.141592654    9.160802494  -32.308755606   17.581423844
   -2.890265241   -3.141592654    7.352697006  -25.321748943   17.742740950
   -2.827433388   -3.141592654    5.981078403  -18.474298541   17.667141036
   -2.764601535   -3.141592654    5.021433762  -12.270866482   17.475753554
   -2.701769682   -3.141592654    4.423638993   -7.030598524   17.327218849
   -2.638937829   -3.141592654    4.125697577   -2.741246871   17.311657158
   -2.576105976   -3.141592654    4.074186454    0.886153094   17.453649373
   -2.513274123   -3.141592654    4.237739325    4.130400106   17.720947713
   -2.450442270   -3.141592654    4.600537901    7.202884792   18.092307127
   -2.387610417   -3.141592654    5.149643324   10.054306267   18.569085793
   -2.324778564   -3.141592654    5.863620609   12.358332395   19.162676194
   -2.261946711   -3.141592654    6.694698291   13.708927191   19.890543132
   -2.199114858   -3.141592654    7.575299339   13.941726671   20.763934744
   -2.136283004   -3.141592654    8.441476619   13.266704994   21.785375371
   -2.073451151   -3.141592654    9.248285703   12.180078644   22.885261611
   -2.010619298   -3.141592654    9.985109964   11.034192457   23.943925492
   -1.947787445   -3.141592654   10.653732930   10.029014388   24.767375593
   -1.884955592   -3.141592654   11.260309667    9.091734646   25.196835801
   -1.822123739   -3.141592654   11.809934951    8.127344197   25.194840749
   -1.759291886   -3.141592654   12.303118615    7.363829989   24.921605057
   -1.696460033   -3.141592654   12.758887945    7.018334810   24.653597765
   -1.633628180   -3.141592654   13.212596451    7.322330914   24.675101279
   -1.570796327   -3.141592654   13.708419618    8.292531301   25.150576788
   -1.507964474   -3.141592654   14.284963887    9.932427258   26.055720764
   -1.445132621   -3.141592654   14.983558112   12.161873203   27.266201261
   -1.382300768   -3.141592654   15.841071430   15.012010391   28.646477129
   -1.319468915   -3.141592654   16.898772196   18.580502614   30.147504325
   -1.256637061   -3.141592654   18.205677891   22.876811186   31.833043246
   -1.193805208   -3.141592654   19.806250053   27.916571247   33.830238975
   -1.130973355   -3.141592654   21.742999585   33.575533772   36.258599812
   -1.068141502   -3.141592654   24.050511741   39.696639597   39.177514333
   -1.005309649   -3.141592654   26.754344583   46.181124073   42.570028491
   -0.942477796   -3.141592654   29.876208414   53.006123493   46.345913975
   -0.879645943   -3.141592654   33.437457612   60.128989317   50.326474738
   -0.816814090   -3.141592654   37.452749703   67.383397606   54.251246556
   -0.753982237   -3.141592654   41.916720818   74.363486955   57.785927361
   -0.691150384   -3.141592654   46.792249216   80.349208889   60.562129932
   -0.628318531   -3.141592654   51.992868747   84.575349477   62.245247643
   -0.565486678   -3.141592654   57.386778995   86.393938005   62.589290711
   -0.502654825   -3.141592654   62.807811950   85.445556836   61.427097395
   -0.439822972   -3.141592654   68.078564053   81.661537827   58.714622986
   -0.376991118   -3.141592654   73.027547348   75.233517739   54.501227145
   -0.314159265   -3.141592654   77.499675840   66.544904983   48.937780529
   -0.251327412   -3.141592654   81.366348939   56.062084994   42.255709451
   -0.188495559   -3.141592654   84.526764444   44.171518202   34.734394869
   -0.125663706   -3.141592654   86.903382551   31.077518794   26.652388402
   -0.062831853   -3.141592654   88.422758154   16.966303991   18.236249948
    0.000000000   -3.141592654   89.020847540    1.780565568    9.677230598
