#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  100
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  100
#! SET periodic_psi true
   -3.141592654   -3.141592654   91.955735762   43.611769990  -14.902119998
   -3.078760801   -3.141592654   94.572702829   38.701507103  -14.851819420
   -3.015928947   -3.141592654   96.861970953   33.347963391  -15.012561966
   -2.953097094   -3.141592654   98.808022351   27.722550467  -15.238148466
   -2.890265241   -3.141592654  100.390893403   21.953523934  -15.301471856
   -2.827433388   -3.141592654  101.606867206   16.368428855  -15.340406574
   -2.764601535   -3.141592654  102.482633990   11.224862627  -15.399186329
   -2.701769682   -3.141592654  103.065322829    6.793364568  -15.475799923
   -2.638937829   -3.141592654  103.375330745    2.960578408  -15.697174354
   -2.576105976   -3.141592654  103.447783345   -0.539897901  -15.912338042
   -2.513274123   -3.141592654  103.324476135   -3.654971184  -16.326637904
   -2.450442270   -3.141592654  102.997189032   -6.689524686  -16.730218269
   -2.387610417   -3.141592654  102.492716429   -9.301497611  -17.176053633
   -2.324778564   -3.141592654  101.841178134  -11.262610940  -17.523844270
   -2.261946711   -3.141592654  101.097155143  -12.212151884  -17.985777111
   -2.199114858   -3.141592654  100.317695859  -12.318420982  -18.383727305
   -2.136283004   -3.141592654   99.544707530  -11.748422533  -18.950733321
   -2.073451151   -3.141592654   98.827516599  -10.913327739  -19.663831955
   -2.010619298   -3.141592654   98.165682144  -10.043954672  -20.486537644
   -1.947787445   -3.141592654   97.550937665   -9.419655988  -21.172387620
   -1.884955592   -3.141592654   96.972446589   -8.599905071  -21.725494933
   -1.822123739   -3.141592654   96.450621237   -7.927109742  -22.034367879
   -1.759291886   -3.141592654   95.967743031   -7.253001757  -22.062445710
   -1.696460033   -3.141592654   95.527958492   -6.703927229  -22.033906092
   -1.633628180   -3.141592654   95.093715287   -6.669013025  -22.142504570
   -1.570796327   -3.141592654   94.644736904   -7.166359872  -22.476292294
   -1.507964474   -3.141592654   94.145148960   -8.364429053  -23.148895078
   -1.445132621   -3.141592654   93.557819450   -9.987022158  -24.191446929
   -1.382300768   -3.141592654   92.852787707  -12.416991619  -25.390211431
   -1.319468915   -3.141592654   91.956767139  -15.649854943  -26.762534804
   -1.256637061   -3.141592654   90.826677087  -19.727506750  -28.487073952
   -1.193805208   -3.141592654   89.404842188  -24.733321624  -30.417662343
   -1.130973355   -3.141592654   87.659460187  -30.215916863  -32.712566404
   -1.068141502   -3.141592654   85.560844834  -35.817072818  -35.248526775
   -1.005309649   -3.141592654   83.108755780  -41.212135284  -37.787908082
   -0.942477796   -3.141592654   80.322168235  -46.435575255  -40.306595698
   -0.879645943   -3.141592654   77.208584802  -51.428563555  -42.820650716
   -0.816814090   -3.141592654   73.784632166  -56.282507762  -45.194690534
   -0.753982237   -3.141592654   70.055885859  -61.026179040  -47.442140409
   -0.691150384   -3.141592654   66.029669813  -65.613381159  -49.536861701
   -0.628318531   -3.141592654   61.727955947  -69.838434013  -51.793166945
   -0.565486678   -3.141592654   57.184948710  -73.391629482  -54.104162222
   -0.502654825   -3.141592654   52.449913911  -75.902717878  -56.429819261
   -0.439822972   -3.141592654   47.608952908  -76.949346561  -58.484907678
   -0.376991118   -3.141592654   42.759215277  -76.204944233  -59.747784286
   -0.314159265   -3.141592654   38.030552909  -72.900172333  -59.409001929
   -0.251327412   -3.141592654   33.617235199  -66.497265961  -56.825653007
   -0.188495559   -3.141592654   29.725428788  -56.047157461  -51.262217517
   -0.125663706   -3.141592654   26.634928323  -41.479736599  -42.565803699
   -0.062831853   -3.141592654   24.590013594  -22.868268258  -31.030801930
    0.000000000   -3.141592654   23.818498825   -1.112333284  -17.742540726
    0.062831853   -3.141592654   24.482123841   21.832770140   -4.072424828
    0.125663706   -3.141592654   26.561721769   43.795921983    8.321755075
    0.188495559   -3.141592654   29.929199712   62.081439763   18.198900749
    0.251327412   -3.141592654   34.284971665   74.790245335   24.948852658
    0.314159265   -3.141592654   39.241958777   81.314463667   28.492284712
    0.376991118   -3.141592654   44.418480031   81.884779959   29.503052623
    0.439822972   -3.141592654   49.492837158   78.279473375   28.711751751
    0.502654825   -3.141592654   54.264655481   72.285837009   27.066379925
    0.565486678   -3.141592654   58.627087560   65.576448307   25.298159032
    0.628318531   -3.141592654   62.569712249   58.977528462   23.620729213
    0.691150384   -3.141592654   66.099626769   52.415745759   22.266287777
    0.753982237   -3.141592654   69.214662269   45.524688652   20.949671016
    0.816814090   -3.141592654   71.861179032   37.954894421   19.409661114
    0.879645943   -3.141592654   74.019382752   29.679377108   17.739552942
    0.942477796   -3.141592654   75.634687366   20.894011173   15.947997805
    1.005309649   -3.141592654   76.682900558   11.831319128   14.127917980
    1.068141502   -3.141592654   77.152850466    2.946973452   12.339436450
    1.130973355   -3.141592654   77.059577749   -5.625974574   10.763077751
    1.193805208   -3.141592654   76.448426742  -13.591644553    9.306474185
    1.256637061   -3.141592654   75.355762204  -20.833359330    7.972023094
    1.319468915   -3.141592654   73.842056686  -26.850387614    6.589840782
    1.382300768   -3.141592654   71.992443227  -31.403055587    5.069321706
    1.445132621   -3.141592654   69.900268994  -34.517362760    3.565019507
    1.507964474   -3.141592654   67.645044850  -36.641580929    2.384510473
    1.570796327   -3.141592654   65.276393175  -37.909097043    1.558889641
    1.633628180   -3.141592654   62.847444829  -38.649165133    1.212992587
    1.696460033   -3.141592654   60.397389268  -38.434824677    1.110526837
    1.759291886   -3.141592654   57.999459434  -36.818479834    0.976374422
    1.822123739   -3.141592654   55.759679365  -33.597563425    0.605156013
    1.884955592   -3.141592654   53.785500711  -28.937880983   -0.131273368
    1.947787445   -3.141592654   52.133838193  -23.251279002   -1.161297783
    2.010619298   -3.141592654   50.859208212  -16.831745486   -2.402119426
    2.073451151   -3.141592654   50.009483234   -9.915810406   -3.678767118
