LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.6
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.005
variable tau equal 100*${dt}
variable tau equal 100*0.005
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.005
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3                # 修改1：将维度改为3

lattice         fcc ${density}   # 修改2：将晶格类型改为 fcc
lattice         fcc 0.9   
Lattice spacing in x,y,z = 1.6441414 1.6441414 1.6441414
region          box block 0 8 0 8 0 8    # 修改3：调整区域大小为 8x8x8

# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (13.153131 13.153131 13.153131)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (13.153131 13.153131 13.153131)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.005
thermo ${thermo_time}
thermo 250

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.5
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.176 | 3.176 | 3.176 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
      9250   3.0229791      1.352644       0              5.8848985      17.950196    
      9500   2.9130549      1.2754968      0              5.6429455      17.294415    
      9750   3.0052213      1.3160431      0              5.821674       17.597666    
     10000   2.9332791      1.2477441      0              5.6455143      16.941398    
     10250   2.9773703      1.3124791      0              5.7763539      17.701767    
     10500   3.0167933      1.2576075      0              5.7805879      17.190134    
     10750   2.978987       1.274395       0              5.7406936      17.392113    
     11000   2.9409529      1.3699313      0              5.7792067      18.017179    
     11250   3.0496544      1.266463       0              5.8387111      17.306724    
     11500   2.9757204      1.295865       0              5.7572661      17.436857    
     11750   3.0252818      1.3156273      0              5.8513342      17.681097    
     12000   2.9615856      1.2278288      0              5.668038       16.695704    
     12250   3.0678656      1.2901035      0              5.8896549      17.416663    
     12500   2.9779612      1.2471414      0              5.7119021      17.033449    
     12750   3.1452734      1.275147       0              5.9907534      17.404627    
     13000   2.9011049      1.3779169      0              5.7274494      18.250206    
     13250   3.0405488      1.2967059      0              5.8553022      17.748773    
     13500   2.988544       1.2484609      0              5.729088       16.924779    
     13750   3.0302417      1.2496761      0              5.7928192      17.157623    
     14000   2.8812848      1.2887985      0              5.6086154      17.396224    
     14250   3.0131832      1.3611748      0              5.8787426      17.881394    
     14500   2.9652307      1.1973259      0              5.6430002      16.571877    
     14750   3.0862656      1.2951222      0              5.9222602      17.622028    
     15000   2.9411477      1.2859009      0              5.6954683      17.539493    
     15250   3.0856381      1.2951164      0              5.9213136      17.649521    
     15500   3.023467       1.2432402      0              5.7762263      17.221185    
     15750   3.0755668      1.3011316      0              5.9122293      17.65465     
     16000   2.9403514      1.2975361      0              5.7059096      17.357623    
     16250   3.023847       1.3410761      0              5.8746318      17.96759     
     16500   2.9359811      1.2256899      0              5.6275112      17.015014    
     16750   3.0288663      1.331338       0              5.8724191      17.85646     
     17000   3.0313571      1.1643487      0              5.709164       16.415071    
     17250   3.0045057      1.3804221      0              5.88498        18.059535    
     17500   2.9279003      1.2929656      0              5.6826716      17.392855    
     17750   3.0006571      1.3236623      0              5.8224501      17.64045     
     18000   2.9610492      1.2857693      0              5.7251743      17.497031    
     18250   3.0002323      1.3541429      0              5.8522939      18.083429    
     18500   2.9621515      1.2477646      0              5.6888223      17.128787    
     18750   3.0326495      1.2622981      0              5.8090511      17.146422    
     19000   2.997818       1.2493138      0              5.7438451      16.967585    
     19250   2.9451406      1.3254064      0              5.7409603      17.588246    
     19500   3.0209366      1.2825112      0              5.8117035      17.379349    
     19750   2.9471992      1.250879       0              5.6695192      17.136653    
     20000   2.9983629      1.3345109      0              5.8298591      17.760459    
     20250   2.9990212      1.2681587      0              5.7644939      17.202528    
     20500   3.0356403      1.2572683      0              5.8085055      17.22771     
     20750   2.8706116      1.3084874      0              5.6123024      17.435833    
     21000   3.0323426      1.3062794      0              5.8525723      17.580213    
     21250   2.9721609      1.1866659      0              5.6427304      16.446529    
     21500   3.0295428      1.3771181      0              5.9192135      18.0264      
     21750   2.9078791      1.3452258      0              5.7049146      17.900848    
     22000   3.0047958      1.3088645      0              5.8138574      17.744156    
     22250   2.9750416      1.2779755      0              5.7383588      17.374697    
     22500   3.0323791      1.3099697      0              5.8563174      17.782982    
     22750   2.9462738      1.2360054      0              5.6532582      16.952626    
     23000   2.9852457      1.3531625      0              5.8288446      17.95489     
     23250   2.9310764      1.3061203      0              5.7005882      17.600879    
     23500   3.0020493      1.3516633      0              5.8525385      17.91467     
     23750   2.9488581      1.295569       0              5.7166963      17.509808    
     24000   3.0336271      1.3871708      0              5.9353896      18.345516    
     24250   3.0837852      1.2596593      0              5.8830785      17.329076    
     24500   2.9752945      1.2388623      0              5.6996248      16.885331    
     24750   3.0285206      1.3328947      0              5.8734574      17.81925     
     25000   2.9389908      1.2925303      0              5.698864       17.23146     
     25250   3.0315063      1.2777431      0              5.8227822      17.533998    
     25500   2.9207589      1.2088582      0              5.5878573      16.668195    
     25750   3.0470753      1.2597434      0              5.8281246      17.299598    
     26000   2.9163415      1.2597752      0              5.6321514      17.187474    
     26250   3.0639235      1.2982541      0              5.8918953      17.659165    
     26500   2.9708187      1.2439553      0              5.6980075      17.061815    
     26750   3.0866616      1.3003677      0              5.9280994      17.623432    
     27000   2.9547431      1.2900523      0              5.7200027      17.53161     
     27250   3.0586879      1.313023       0              5.8988146      17.55907     
     27500   3.0252554      1.2498293      0              5.7854966      17.22253     
     27750   2.9954824      1.2539324      0              5.744962       17.144466    
     28000   2.9383417      1.4112662      0              5.8166267      18.432244    
     28250   2.96453        1.2929201      0              5.7375439      17.507285    
     28500   3.0784056      1.2657014      0              5.8810551      17.1227      
     28750   2.9492454      1.33328        0              5.7549879      17.787607    
     29000   3.0102776      1.3206485      0              5.8338601      17.729249    
     29250   2.9631328      1.1902281      0              5.6327571      16.490188    
     29500   2.995853       1.4044636      0              5.8960489      18.551144    
     29750   2.9706189      1.2891103      0              5.7428629      17.366694    
     30000   3.1012901      1.3054358      0              5.9550994      17.786191    
     30250   2.969394       1.2442039      0              5.6961201      17.060526    
     30500   3.0574218      1.3032158      0              5.8871092      17.417469    
     30750   2.9294045      1.2359948      0              5.627956       16.904166    
     31000   3.0168852      1.3250195      0              5.8481376      17.786554    
     31250   2.8923869      1.2475587      0              5.5840205      17.135173    
     31500   3.0475515      1.2279805      0              5.7970756      17.113217    
     31750   3.0245294      1.3041025      0              5.8386814      17.580502    
     32000   2.9751461      1.3272468      0              5.787787       17.746334    
     32250   3.0466979      1.2490322      0              5.8168475      17.143227    
     32500   2.9137238      1.3237348      0              5.6921864      17.589203    
     32750   3.0528956      1.3260779      0              5.9031853      17.755986    
     33000   2.9654417      1.3119368      0              5.7579275      17.457234    
     33250   3.0130708      1.2592058      0              5.7766052      17.125173    
     33500   3.0318113      1.3781293      0              5.9236256      18.103798    
     33750   2.9699292      1.2841227      0              5.7368413      17.349397    
     34000   3.0194755      1.4116141      0              5.9386158      18.436068    
     34250   2.9984026      1.2506367      0              5.7460445      17.13041     
     34500   3.0037969      1.3259177      0              5.829413       17.799237    
     34750   2.9181059      1.2825099      0              5.6575314      17.200228    
     35000   3.0583821      1.2820837      0              5.8674168      17.621911    
     35250   2.9515314      1.1931145      0              5.6182499      16.508661    
     35500   3.0539376      1.2911089      0              5.8697786      17.478254    
     35750   2.9161085      1.3410316      0              5.7130584      17.675495    
     36000   3.0940808      1.2292338      0              5.8680889      17.106728    
     36250   2.9835847      1.2825842      0              5.755776       17.457383    
     36500   3.0845718      1.358784       0              5.9833824      18.086408    
     36750   3.0615446      1.1413559      0              5.7314305      16.331449    
     37000   3.0617095      1.3301729      0              5.9204947      17.684305    
     37250   2.9107145      1.318957       0              5.6828968      17.547261    
     37500   3.0323491      1.3326964      0              5.878999       17.538958    
     37750   2.9402486      1.2443656      0              5.6525851      17.126871    
     38000   3.055797       1.287664       0              5.8691213      17.586667    
     38250   2.932103       1.2624077      0              5.6584147      17.231898    
     38500   3.0015012      1.3048064      0              5.8048599      17.476519    
     38750   3.0012461      1.2537239      0              5.7533948      17.13803     
     39000   3.0413704      1.3236244      0              5.8834524      17.793909    
     39250   2.9934285      1.2389688      0              5.7269191      17.180139    
     39500   3.0141865      1.2913358      0              5.8104079      17.296986    
     39750   3.0303603      1.2315783      0              5.7748992      16.852809    
     40000   2.9824012      1.3220209      0              5.7934383      17.733577    
     40250   3.0179729      1.2635638      0              5.7883127      17.288988    
     40500   3.0046062      1.2747507      0              5.7794594      17.477313    
     40750   2.998302       1.2851108      0              5.7803678      17.31451     
     41000   3.008776       1.2850282      0              5.7959885      17.383648    
     41250   3.0102893      1.3156163      0              5.8288454      17.541397    
     41500   3.0114233      1.2463397      0              5.7612691      17.288355    
     41750   3.0399876      1.2768064      0              5.8345612      17.256416    
     42000   2.9953584      1.2795938      0              5.7704375      17.275805    
     42250   3.0330275      1.3699055      0              5.9172253      18.1138      
     42500   2.9783538      1.2836574      0              5.7490067      17.370976    
     42750   3.0674716      1.2530469      0              5.8520077      17.17834     
     43000   2.9620058      1.3048414      0              5.7456807      17.624433    
     43250   3.0151211      1.2758482      0              5.7963215      17.492729    
     43500   3.0296445      1.2338372      0              5.7760849      17.182886    
     43750   3.0119775      1.2881965      0              5.8039566      17.520107    
     44000   2.9676219      1.2928311      0              5.7420903      17.435628    
     44250   3.088294       1.3092092      0              5.9393883      17.820431    
     44500   2.9746663      1.2518401      0              5.7116608      16.875746    
     44750   3.0326669      1.2554795      0              5.8022586      17.221364    
     45000   2.9471722      1.2361015      0              5.6547013      16.980829    
     45250   3.0097288      1.3344036      0              5.8467924      17.55238     
     45500   2.8769024      1.2962951      0              5.6095416      17.426573    
     45750   3.0410344      1.3085864      0              5.8679106      17.530529    
     46000   2.9615405      1.2449018      0              5.6850434      16.964794    
     46250   3.0472148      1.3198976      0              5.8884879      17.617573    
     46500   3.0249001      1.2012135      0              5.736348       16.760603    
     46750   3.1040761      1.3570906      0              6.0109313      17.97872     
     47000   2.978734       1.2790917      0              5.7450109      17.324921    
     47250   3.0505355      1.3267678      0              5.9003367      17.691383    
     47500   2.9584252      1.2338065      0              5.6692774      16.859883    
     47750   3.0750042      1.2387235      0              5.8489777      17.105757    
     48000   2.952482       1.305214       0              5.7317745      17.480142    
     48250   3.0507571      1.3344685      0              5.9083697      17.862583    
     48500   2.9918613      1.2437478      0              5.7293485      17.180391    
     48750   3.0786394      1.3729165      0              5.9886207      18.311163    
     49000   2.9924811      1.2536143      0              5.7401442      17.031003    
     49250   3.0562326      1.2224303      0              5.8045408      16.79634     
     49500   3.0235787      1.2199192      0              5.7530727      16.912279    
     49750   2.995442       1.310132       0              5.801101       17.636864    
     50000   2.9088179      1.3130827      0              5.6741791      17.722734    
Loop time of 16.695 on 1 procs for 50000 steps with 2048 atoms

Performance: 1293798.823 tau/day, 2994.905 timesteps/s, 6.134 Matom-step/s
99.6% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 4.2411     | 4.2411     | 4.2411     |   0.0 | 25.40
Neigh   | 9.9986     | 9.9986     | 9.9986     |   0.0 | 59.89
Comm    | 0.76945    | 0.76945    | 0.76945    |   0.0 |  4.61
Output  | 0.0081678  | 0.0081678  | 0.0081678  |   0.0 |  0.05
Modify  | 1.2764     | 1.2764     | 1.2764     |   0.0 |  7.65
Other   |            | 0.4013     |            |       |  2.40

Nlocal:           2048 ave        2048 max        2048 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1447 ave        1447 max        1447 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           8660 ave        8660 max        8660 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8660
Ave neighs/atom = 4.2285156
Neighbor list builds = 10919
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj   # 修改4：将文件名前缀改为3d
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d0.9_N${run_steps}.lammpstrj   
dump           1 all atom 100000 3dWCA_T0.1_d0.9_N100000.lammpstrj   
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd        # 修改4：将文件名前缀改为3d
dump           2 all dcd 250 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d${density}_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d0.9_N${run_steps}.dcd        
dump           2 all dcd 250 3dWCA_T0.1_d0.9_N100000.dcd        
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 0.5

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.318 | 3.318 | 3.318 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9088179      1.3130827      0              5.6741791      17.722734    
     50250   3.0598661      1.3262823      0              5.9138403      17.918754    
     50500   2.9568093      1.3161805      0              5.7492289      17.687073    
     50750   2.9578783      1.3386514      0              5.7733024      17.663417    
     51000   2.9297156      1.3248681      0              5.7172957      17.622509    
     51250   2.9435394      1.2959655      0              5.7091187      17.511051    
     51500   3.0380433      1.3198719      0              5.8747117      17.756023    
     51750   2.9554789      1.2170435      0              5.6480971      16.840357    
     52000   3.0351714      1.2462324      0              5.7967665      17.030311    
     52250   2.8973134      1.2229225      0              5.5667705      16.747841    
     52500   2.9625776      1.2969411      0              5.7386377      17.50094     
     52750   2.9598051      1.1822986      0              5.6198384      16.434607    
     53000   2.9125848      1.2771561      0              5.6439001      17.389957    
     53250   2.8620174      1.1964856      0              5.4874155      16.58334     
     53500   2.9017064      1.2866758      0              5.6371102      17.194354    
     53750   2.8430178      1.2648187      0              5.5272631      17.035156    
     54000   2.9561997      1.3357689      0              5.7679032      17.721274    
     54250   2.8449687      1.2104928      0              5.4758621      16.637112    
     54500   2.9228434      1.2928306      0              5.6749549      17.581182    
     54750   2.7781335      1.2509527      0              5.4161182      16.817787    
     55000   2.9004852      1.2443921      0              5.5929956      17.109899    
     55250   2.7637428      1.1999056      0              5.3434956      16.503734    
     55500   2.8449761      1.2620285      0              5.5274089      17.073485    
     55750   2.7062294      1.1666121      0              5.223974       16.461396    
     56000   2.7832671      1.2904165      0              5.4632787      17.042464    
     56250   2.8335656      1.1536247      0              5.4018977      16.074281    
     56500   2.8574616      1.1506976      0              5.4347971      16.106637    
     56750   2.8163818      1.1730429      0              5.3955529      16.330896    
     57000   2.7605618      1.2615923      0              5.4004132      16.942443    
     57250   2.754967       1.1865016      0              5.3169343      16.387103    
     57500   2.8200384      1.1791165      0              5.4071088      16.514184    
     57750   2.7800658      1.1797898      0              5.3478523      16.236127    
     58000   2.7560505      1.1789104      0              5.3109676      16.400092    
     58250   2.8042234      1.2715613      0              5.4758425      17.089904    
     58500   2.776622       1.0843299      0              5.2472293      15.534809    
     58750   2.8310656      1.2205991      0              5.465124       16.797126    
     59000   2.7209535      1.1204165      0              5.1998538      15.774001    
     59250   2.805483       1.1510783      0              5.3572479      16.190343    
     59500   2.6999033      1.1233034      0              5.1711808      15.883826    
     59750   2.7681755      1.131512       0              5.2817478      15.909983    
     60000   2.646603       1.0321858      0              5.0001518      14.8301      
     60250   2.7317968      1.1763743      0              5.2720686      16.189926    
     60500   2.5909282      1.173391       0              5.0578856      16.239304    
     60750   2.7527306      1.1737138      0              5.3007935      16.310749    
     61000   2.6595601      1.1031163      0              5.0905085      15.681975    
     61250   2.8145378      1.1198253      0              5.3395705      15.881274    
     61500   2.6691983      1.0945005      0              5.096343       15.405001    
     61750   2.7013728      1.1614765      0              5.2115571      16.303088    
     62000   2.6035371      1.1007406      0              5.0041394      15.460954    
     62250   2.7159195      1.1314043      0              5.2032943      15.985385    
     62500   2.5879538      1.0640777      0              4.944113       14.982073    
     62750   2.6662313      1.1563302      0              5.1537244      15.981452    
     63000   2.5696201      1.066497       0              4.9190451      15.098122    
     63250   2.6136153      1.1520014      0              5.0705101      15.958988    
     63500   2.499705       1.1365771      0              4.8843037      15.642674    
     63750   2.6749748      1.1082137      0              5.1187167      15.575515    
     64000   2.5655254      1.0728343      0              4.9192432      15.132442    
     64250   2.7304123      1.0625459      0              5.1561645      15.343708    
     64500   2.5717613      1.0796335      0              4.9353918      15.274373    
     64750   2.6298836      1.0641438      0              5.0070429      15.283576    
     65000   2.5401288      1.0640761      0              4.8724088      15.008879    
     65250   2.5715453      1.1195358      0              4.9749703      15.470258    
     65500   2.4572381      1.0722149      0              4.7562722      15.105803    
     65750   2.6077838      1.0416915      0              4.9514572      15.028355    
     66000   2.4597668      1.0851567      0              4.7730053      15.264052    
     66250   2.4865786      1.0823733      0              4.81042        15.268502    
     66500   2.5128761      1.0944257      0              4.8618993      15.404628    
     66750   2.4873245      1.0758543      0              4.8050192      15.139084    
     67000   2.5236234      1.0299751      0              4.8135619      14.676556    
     67250   2.5446438      0.99262508     0              4.807727       14.305771    
     67500   2.5404287      1.0289703      0              4.8377527      14.831269    
     67750   2.4490554      1.0900137      0              4.7618031      15.212594    
     68000   2.4102713      1.0560456      0              4.6696872      15.0167      
     68250   2.4354799      1.0911405      0              4.7425766      15.466598    
     68500   2.4330408      1.013192       0              4.6609712      14.586058    
     68750   2.4888296      0.93387808     0              4.6652996      13.947915    
     69000   2.4638684      1.046516       0              4.7405139      14.917993    
     69250   2.3634229      1.0153613      0              4.5587646      14.667       
     69500   2.44983        1.0459055      0              4.7188562      14.907997    
     69750   2.4484952      0.95653246     0              4.6274819      14.053372    
     70000   2.4614093      1.0543541      0              4.7446652      15.035382    
     70250   2.3470598      1.0783594      0              4.59723        15.056094    
     70500   2.4722389      0.98803082     0              4.6945784      14.555349    
     70750   2.3625288      0.96830711     0              4.5103699      14.143651    
     71000   2.4483521      0.96779025     0              4.6385252      14.370689    
     71250   2.2790762      0.99103247     0              4.4079775      14.35811     
     71500   2.3955308      1.0177762      0              4.6093179      14.534156    
     71750   2.2748687      0.99920207     0              4.4098389      14.353292    
     72000   2.4131367      0.99584817     0              4.6137857      14.496809    
     72250   2.3100796      1.0005952      0              4.4640227      14.567408    
     72500   2.4055621      1.0318887      0              4.6384699      14.626543    
     72750   2.2980953      1.0317708      0              4.4772305      14.690363    
     73000   2.3238838      0.96481663     0              4.4489402      13.995569    
     73250   2.3087953      1.0084639      0              4.4699658      14.41384     
     73500   2.3168509      0.9909852      0              4.4645647      14.362641    
     73750   2.2970746      0.95459792     0              4.3985274      13.931558    
     74000   2.3574009      0.91940717     0              4.4537819      13.776578    
     74250   2.2807686      0.96989734     0              4.3893798      14.07642     
     74500   2.3643663      0.93362255     0              4.4784403      13.839899    
     74750   2.2208172      1.0050633      0              4.3346625      14.403842    
     75000   2.3325802      0.97063418     0              4.4677961      14.321185    
     75250   2.2406138      0.93484453     0              4.2941241      13.746389    
     75500   2.2634332      0.95826622     0              4.3517582      14.053238    
     75750   2.2488453      0.92090303     0              4.2925239      13.620763    
     76000   2.2507718      0.92500936     0              4.2995186      13.452058    
     76250   2.2445352      0.87764903     0              4.2428079      13.295262    
     76500   2.2758351      0.87070957     0              4.2827954      13.044996    
     76750   2.1973366      0.85970356     0              4.1540991      12.953049    
     77000   2.2410081      0.90813541     0              4.2680062      13.478851    
     77250   2.1924786      0.83407726     0              4.1211893      12.81548     
     77500   2.2245681      0.96333534     0              4.2985581      14.104384    
     77750   2.201131       0.85907593     0              4.1591603      13.068469    
     78000   2.1814764      0.92917976     0              4.1997965      13.612027    
     78250   2.0939613      0.86648485     0              4.0058931      13.199562    
     78500   2.1778532      0.93575468     0              4.2009393      13.57942     
     78750   2.0975355      0.89423576     0              4.0390027      13.263097    
     79000   2.2132768      0.91329825     0              4.2315924      13.477679    
     79250   2.1329828      0.87170697     0              4.069619       13.150299    
     79500   2.1751205      0.93727392     0              4.1983615      13.718416    
     79750   2.1128598      0.90022858     0              4.0679707      13.316315    
     80000   2.111232       0.85852723     0              4.0238289      13.004392    
     80250   2.1422567      0.85632002     0              4.068136       12.997472    
     80500   2.0278004      0.90487939     0              3.9450948      13.110048    
     80750   2.1199853      0.88081044     0              4.0592357      13.097839    
     81000   2.0841219      0.85076395     0              3.9754204      12.861978    
     81250   2.0634773      0.89119765     0              3.9849023      13.109103    
     81500   2.0755214      0.85511407     0              3.966876       12.928003    
     81750   2.0874954      0.84341101     0              3.9731252      12.724292    
     82000   2.0539548      0.85100234     0              3.9304301      12.800814    
     82250   1.9971771      0.91325032     0              3.9075531      13.309824    
     82500   2.0566399      0.87257748     0              3.956031       12.924594    
     82750   2.02634        0.84337394     0              3.8813998      12.785908    
     83000   2.0208088      0.85811701     0              3.8878501      12.867721    
     83250   2.0746994      0.80922194     0              3.9197514      12.436664    
     83500   1.9848751      0.82611276     0              3.8019717      12.683028    
     83750   2.0410978      0.85376409     0              3.9139158      12.916558    
     84000   1.9168196      0.86617737     0              3.7400029      12.818919    
     84250   2.033537       0.83179713     0              3.8806132      12.642898    
     84500   1.9471497      0.8395963      0              3.7588948      12.530162    
     84750   2.0137076      0.90612026     0              3.9252068      13.360051    
     85000   1.9818987      0.78965278     0              3.7610493      12.187233    
     85250   2.0178764      0.824099       0              3.8494357      12.666823    
     85500   1.9456515      0.76303012     0              3.6800823      11.903671    
     85750   1.9901287      0.83142071     0              3.8151561      12.679554    
     86000   1.9573927      0.79680115     0              3.7314565      12.345053    
     86250   1.9390651      0.76762146     0              3.6747989      12.014523    
     86500   1.9373629      0.8223867      0              3.727012       12.395666    
     86750   1.9313375      0.74194432     0              3.637536       11.706389    
     87000   1.9118974      0.81637492     0              3.6828208      12.448429    
     87250   1.8499542      0.78342927     0              3.5570056      11.925426    
     87500   1.9337763      0.79740906     0              3.6966572      12.205201    
     87750   1.8870659      0.749492       0              3.5787087      11.719869    
     88000   1.9645406      0.813784       0              3.759156       12.460003    
