#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  100
#! SET periodic_phi true
   -3.141592654  -94.773612199  -48.112496402
   -3.078760801  -97.640393153  -43.255702607
   -3.015928947 -100.218785831  -38.851712458
   -2.953097094 -102.519233180  -34.489274465
   -2.890265241 -104.530976456  -29.531709989
   -2.827433388 -106.206558824  -23.790179072
   -2.764601535 -107.502243612  -17.518851539
   -2.701769682 -108.402243099  -11.316939507
   -2.638937829 -108.925023432   -5.644029895
   -2.576105976 -109.123187492   -0.974533199
   -2.513274123 -109.063065559    2.459943742
   -2.450442270 -108.821642150    4.757431184
   -2.387610417 -108.465899845    6.235139727
   -2.324778564 -108.040176264    7.042796640
   -2.261946711 -107.581266731    7.267079557
   -2.199114858 -107.123878924    6.974399608
   -2.136283004 -106.700483617    6.232848286
   -2.073451151 -106.333709807    5.116320649
   -2.010619298 -106.044205213    3.779790526
   -1.947787445 -105.852557043    2.010850217
   -1.884955592 -105.796788348   -0.687243272
   -1.822123739 -105.940783276   -4.316636080
   -1.759291886 -106.330334312   -8.300477442
   -1.696460033 -106.948707445  -11.444945888
   -1.633628180 -107.711470723  -12.677656864
   -1.570796327 -108.484371131  -11.814930617
   -1.507964474 -109.144328046   -9.217887386
   -1.445132621 -109.601149363   -5.446618485
   -1.382300768 -109.788922699   -0.575151353
   -1.319468915 -109.632794178    5.435764669
   -1.256637061 -109.063751156   12.583401317
   -1.193805208 -108.029772944   20.035810747
   -1.130973355 -106.545657751   26.609303071
   -1.068141502 -104.700556629   31.576091782
   -1.005309649 -102.605359099   34.580661969
   -0.942477796 -100.372546061   36.028042287
   -0.879645943  -98.076353643   36.697802798
   -0.816814090  -95.742695627   37.281737112
   -0.753982237  -93.363283129   38.242880605
   -0.691150384  -90.908226091   39.694057435
   -0.628318531  -88.354501216   41.308410515
   -0.565486678  -85.712407214   42.342546023
   -0.502654825  -83.044448615   41.948900067
   -0.439822972  -80.463013524   39.527806485
   -0.376991118  -78.102115807   35.034667050
   -0.314159265  -76.078613865   28.905036480
   -0.251327412  -74.471677142   21.951402576
   -0.188495559  -73.303270711   14.963559374
   -0.125663706  -72.563967646    8.457472593
   -0.062831853  -72.224281072    2.245646281
    0.000000000  -72.267900011   -3.941767889
    0.062831853  -72.710725688  -10.404550197
    0.125663706  -73.569247726  -17.175854191
    0.188495559  -74.854064984  -23.835134756
    0.251327412  -76.539681520  -29.896953058
    0.314159265  -78.578435385  -35.017020377
    0.376991118  -80.911017424  -39.171763782
    0.439822972  -83.475120038  -42.429058420
    0.502654825  -86.207128990  -44.452593755
    0.565486678  -89.016804121  -44.757560553
    0.628318531  -91.784173034  -43.176720761
    0.691150384  -94.397871434  -39.838910082
    0.753982237  -96.758231321  -35.306594799
    0.816814090  -98.806831234  -30.004210866
    0.879645943 -100.498908578  -23.819285465
    0.942477796 -101.770884073  -16.632347484
    1.005309649 -102.557945080   -8.332078618
    1.068141502 -102.787715683    0.905782361
    1.130973355 -102.416901000   10.758533293
    1.193805208 -101.416687993   20.967551309
    1.256637061  -99.766188847   31.468372381
    1.319468915  -97.444052917   42.198613641
    1.382300768  -94.446792910   52.925768754
    1.445132621  -90.797092618   62.759960893
    1.507964474  -86.586177536   70.453015485
    1.570796327  -81.989033756   75.141155969
    1.633628180  -77.204084024   76.228750041
    1.696460033  -72.447148033   74.495555619
    1.759291886  -67.862182392   70.917257006
    1.822123739  -63.533544181   66.571287561
    1.884955592  -59.494377652   61.570324607
    1.947787445  -55.802637900   55.401409711
    2.010619298  -52.562104545   47.010292075
    2.073451151  -49.935127972   35.900928117
    2.136283004  -48.088861758   22.269525946
    2.199114858  -47.154405028    7.120492385
    2.261946711  -47.185879132   -8.307373835
    2.324778564  -48.166685134  -22.856082993
    2.387610417  -50.015380518  -35.873902597
    2.450442270  -52.619119759  -46.761539571
    2.513274123  -55.831929924  -55.128340648
    2.576105976  -59.487409199  -60.981797170
    2.638937829  -63.439125568  -64.507287528
    2.701769682  -67.557295159  -66.458200724
    2.764601535  -71.760719304  -67.312728688
    2.827433388  -75.990435843  -67.195059141
    2.890265241  -80.178950437  -65.857335012
    2.953097094  -84.235204707  -63.014048304
    3.015928947  -88.064490591  -58.677954861
    3.078760801  -91.586790472  -53.437100590
