LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.6
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.005
variable tau equal 100*${dt}
variable tau equal 100*0.005
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.005
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3                # 修改1：将维度改为3

lattice         fcc ${density}   # 修改2：将晶格类型改为 fcc
lattice         fcc 1.5   
Lattice spacing in x,y,z = 1.3867225 1.3867225 1.3867225
region          box block 0 8 0 8 0 8    # 修改3：调整区域大小为 8x8x8

# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.09378 11.09378 11.09378)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.09378 11.09378 11.09378)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.005
thermo ${thermo_time}
thermo 250

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.5
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.156 | 3.156 | 3.156 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0.9375         0              5.4353027      55.122803    
       250   1.9138006      4.0114944      0              6.8807936      91.380681    
       500   2.5940942      5.0139409      0              8.9031823      103.97922    
       750   3.1361641      5.7159682      0              10.417917      112.95446    
      1000   2.9729785      5.4281754      0              9.8854657      109.0247     
      1250   2.9357649      5.5575258      0              9.959023       110.91785    
      1500   3.065106       5.6334106      0              10.228825      111.75398    
      1750   2.8465595      5.5069026      0              9.774657       110.00098    
      2000   3.1293331      5.5445287      0              10.236236      111.13309    
      2250   2.9739018      5.4480277      0              9.9067023      109.34926    
      2500   2.9478308      5.6002459      0              10.019833      111.41286    
      2750   3.0525787      5.5551375      0              10.13177       111.08188    
      3000   2.9599702      5.4184809      0              9.8562683      109.44644    
      3250   3.1043516      5.547429       0              10.201683      110.7481     
      3500   2.9601967      5.4646057      0              9.9027326      109.99458    
      3750   2.9648868      5.6198679      0              10.065026      111.82634    
      4000   3.077827       5.4571261      0              10.071612      109.86069    
      4250   2.974928       5.4471063      0              9.9073194      109.51355    
      4500   2.9927567      5.687013       0              10.173956      112.00792    
      4750   2.9664128      5.461436       0              9.9088826      109.74154    
      5000   3.0254467      5.5579622      0              10.093916      111.02164    
      5250   2.9317071      5.5706559      0              9.9660693      110.87821    
      5500   2.9407376      5.569252       0              9.9782047      110.5718     
      5750   3.0769732      5.4293901      0              10.042596      109.78845    
      6000   2.9273363      5.4301436      0              9.819004       109.296      
      6250   3.0347459      5.4972791      0              10.047175      110.27124    
      6500   2.9795874      5.5334778      0              10.000677      110.61426    
      6750   2.9500731      5.4746915      0              9.8976404      110.09246    
      7000   2.9624302      5.625762       0              10.067238      111.36535    
      7250   2.9609835      5.5880887      0              10.027395      111.21418    
      7500   2.9721725      5.4923451      0              9.948427       110.15151    
      7750   3.071691       5.4910359      0              10.096323      110.05669    
      8000   2.9818793      5.468492       0              9.939127       109.99959    
      8250   3.070503       5.6062617      0              10.209767      111.32339    
      8500   2.9194476      5.5786646      0              9.9556978      110.96879    
      8750   3.086848       5.6492162      0              10.277227      111.84435    
      9000   2.9633879      5.6313084      0              10.07422       111.72412    
      9250   2.9633352      5.4814956      0              9.9243279      109.86725    
      9500   3.0354165      5.6400991      0              10.191001      111.83797    
      9750   2.8715992      5.6098145      0              9.91511        111.40929    
     10000   3.1156568      5.3898991      0              10.061102      109.11665    
     10250   3.0384477      5.615013       0              10.170459      111.7622     
     10500   2.9672386      5.4515816      0              9.9002662      109.55702    
     10750   3.0279271      5.6675089      0              10.207182      112.30032    
     11000   3.053681       5.4406182      0              10.018903      109.96721    
     11250   3.0039316      5.5302769      0              10.033974      110.61727    
     11500   2.9946117      5.6379573      0              10.127682      111.84317    
     11750   2.9517827      5.5432786      0              9.9687906      110.85911    
     12000   3.1089739      5.6778293      0              10.339013      112.34157    
     12250   3.0141674      5.5095171      0              10.028561      110.4236     
     12500   2.9485168      5.5716807      0              9.9922964      110.93578    
     12750   3.0809182      5.586286       0              10.205407      111.36301    
